-0.610000 0.000000 0.000000 0.000000 -0.000000 0.000000,
-0.910000 0.000000 0.000000 0.000000 -0.000000 0.000000,
-1.500000 0.000000 0.000000 0.000000 -0.000000 0.000000,
-0.571961 -0.183215 0.000000 0.000000 -0.000000 0.610000,
-0.787566 -0.390199 0.000000 0.000000 -0.000000 0.910000,
-0.992840 -0.934243 0.000000 0.000000 -0.000000 1.500000,
-0.466252 -0.332862 0.000000 0.000000 -0.000000 1.220000,
-0.478305 -0.628141 0.000000 0.000000 -0.000000 1.820000,
-0.060608 -0.995669 0.000000 0.000000 -0.000000 3.000000,
-0.571961 0.183215 0.000000 0.000000 0.000000 -0.610000,
-0.787566 0.390199 0.000000 0.000000 0.000000 -0.910000,
-0.992840 0.934243 0.000000 0.000000 0.000000 -1.500000,
-0.466252 0.332862 0.000000 0.000000 0.000000 -1.220000,
-0.478305 0.628141 0.000000 0.000000 0.000000 -1.820000,
-0.060608 0.995669 0.000000 0.000000 0.000000 -3.000000,
0.610000 0.000000 0.000000 0.000000 -0.000000 0.000000,
0.910000 0.000000 0.000000 0.000000 -0.000000 0.000000,
1.500000 0.000000 0.000000 0.000000 -0.000000 0.000000,
0.571961 0.183215 0.000000 0.000000 -0.000000 0.610000,
0.787566 0.390199 0.000000 0.000000 -0.000000 0.910000,
0.992840 0.934243 0.000000 0.000000 -0.000000 1.500000,
0.466252 0.332862 0.000000 0.000000 -0.000000 1.220000,
0.478305 0.628141 0.000000 0.000000 -0.000000 1.820000,
0.060608 0.995669 0.000000 0.000000 -0.000000 3.000000,
0.571961 -0.183215 0.000000 0.000000 0.000000 -0.610000,
0.787566 -0.390199 0.000000 0.000000 0.000000 -0.910000,
0.992840 -0.934243 0.000000 0.000000 0.000000 -1.500000,
0.466252 -0.332862 0.000000 0.000000 0.000000 -1.220000,
0.478305 -0.628141 0.000000 0.000000 0.000000 -1.820000,
0.060608 -0.995669 0.000000 0.000000 0.000000 -3.000000,
